23	127	256.0
24	127	0.0216765453006
25	127	256.0
31	72	256.0
32	72	0.0216765453006
86	201	256.0
87	202	0.0216765453006
87	203	256.0
95	199	256.0
103	38	256.0
104	34	0.0216765453006
104	35	256.0
106	34	256.0
106	35	256.0
108	39	256.0
109	207	0.0216765453006
109	208	0.0216765453006
114	115	256.0
116	38	256.0
120	38	256.0
121	243	256.0
121	245	256.0
121	246	256.0
122	243	256.0
122	244	256.0
122	251	256.0
123	244	256.0
123	246	256.0
123	247	0.0216765453006
123	249	256.0
123	252	256.0
124	243	256.0
124	245	256.0
124	246	256.0
124	247	256.0
124	248	256.0
124	251	256.0
124	252	256.0
124	253	256.0
125	39	256.0
125	244	256.0
125	246	256.0
126	39	256.0
129	38	256.0
132	38	0.0216765453006
134	38	256.0
135	38	0.0216765453006
136	38	256.0
137	39	256.0
138	38	256.0
142	38	256.0
144	38	256.0
145	38	256.0
147	38	256.0
153	38	0.0216765453006
153	54	0.0216765453006
153	55	0.0216765453006
154	55	256.0
161	247	256.0
161	248	256.0
161	249	0.0216765453006
162	247	256.0
162	248	256.0
163	246	256.0
163	248	0.0216765453006
164	246	0.0216765453006
164	248	0.0216765453006
201	59	256.0
202	59	256.0
203	59	0.0216765453006
205	58	0.0216765453006
206	57	256.0
208	58	256.0
210	57	0.0216765453006
214	57	256.0
218	57	256.0
220	57	256.0
221	205	0.0216765453006
222	205	0.0216765453006
222	206	256.0
