3	90	256.0
4	92	256.0
22	69	256.0
22	159	256.0
22	160	256.0
23	161	256.0
23	162	256.0
24	71	256.0
25	74	0.0216765453006
26	75	256.0
27	185	0.0216765453006
28	79	256.0
29	79	256.0
29	80	256.0
31	84	256.0
32	86	256.0
33	88	0.0216765453006
34	89	256.0
35	91	256.0
39	53	256.0
39	54	256.0
40	54	0.0216765453006
40	55	256.0
44	56	256.0
44	58	256.0
45	58	0.0216765453006
45	59	256.0
46	59	256.0
47	60	0.0216765453006
47	61	256.0
48	61	256.0
50	63	0.0216765453006
51	65	0.0216765453006
52	66	256.0
54	68	256.0
54	69	256.0
55	69	256.0
85	1	256.0
85	94	256.0
85	96	256.0
86	92	256.0
133	49	256.0
134	48	256.0
147	149	0.0216765453006
147	152	256.0
147	153	256.0
148	151	256.0
154	252	256.0
194	23	0.0216765453006
195	21	256.0
197	19	256.0
201	15	0.0216765453006
201	142	256.0
201	143	0.0216765453006
202	15	0.0216765453006
202	139	256.0
202	141	256.0
202	145	256.0
203	14	256.0
203	139	0.0216765453006
203	140	256.0
203	141	0.0216765453006
203	142	256.0
203	143	256.0
203	144	256.0
204	13	256.0
204	139	0.0216765453006
204	142	0.0216765453006
205	12	0.0216765453006
209	8	256.0
209	91	256.0
209	92	256.0
210	92	0.0216765453006
211	6	256.0
211	92	256.0
